Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude,longitude,altitude,utm_easting,utm_northing,zone,letter
1663994145.324721,472,156766386,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994146.3448215,473,156769987,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994147.3265817,474,156773588,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994148.3434565,475,156777189,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994149.3435638,476,156780790,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994150.3435438,477,156784391,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994151.3261204,478,156787992,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994152.3438394,479,156791593,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994153.345618,480,156795194,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994154.3451345,481,156798795,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994155.3262155,482,156802396,0,GPS1_Frame,42.345613333333326,-71.09449833333332,10.9,327476.8023865786,4690275.04897702,19,T
1663994156.3446853,483,156805997,0,GPS1_Frame,42.345613333333326,-71.09449833333332,11.0,327476.8023865786,4690275.04897702,19,T
1663994157.3455162,484,156809598,0,GPS1_Frame,42.345613333333326,-71.09449833333332,11.0,327476.8023865786,4690275.04897702,19,T
1663994158.3456209,485,156813199,0,GPS1_Frame,42.345613333333326,-71.09449833333332,11.0,327476.8023865786,4690275.04897702,19,T
1663994159.3282504,486,156960840,0,GPS1_Frame,42.345613333333326,-71.09449833333332,11.0,327476.8023865786,4690275.04897702,19,T
1663994160.326141,487,156964441,0,GPS1_Frame,42.345613333333326,-71.09449833333332,11.0,327476.8023865786,4690275.04897702,19,T
1663994161.3449976,488,156968042,0,GPS1_Frame,42.345613333333326,-71.09449833333332,11.0,327476.8023865786,4690275.04897702,19,T
1663994162.3464742,489,156971643,0,GPS1_Frame,42.345613333333326,-71.09449833333332,11.0,327476.8023865786,4690275.04897702,19,T
1663994163.34689,490,156975244,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994164.3249488,491,156978845,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994165.345217,492,156982446,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994166.3248143,493,156986047,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994167.3274968,494,156989648,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994168.3269928,495,156993249,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994169.3185263,496,156996850,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994170.3177323,497,157000451,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994171.3272705,498,157004052,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994172.3199747,499,157007653,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994173.321924,500,157011254,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994174.317382,501,157014855,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994175.3270745,502,157018456,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
1663994176.325844,503,157022057,0,GPS1_Frame,42.345613333333326,-71.09450000000001,11.0,327476.6650979875,4690275.052359144,19,T
